,name,date,platform,publisher,developer,shipped,total,america,europe,japan,other,vgc,critic,user,percent
766,Super Mario Bros. Deluxe,1999-04-30,GB,Nintendo,Nintendo EAD,5.07,5.07,,,,,,9.7,,97
767,Final Fantasy XV,2016-11-29,PS4,Square Enix,Square Enix,,5.07,1.81,1.53,1.05,0.68,,8.1,9.0,81
769,Fallout 4,2015-11-10,XOne,Bethesda Softworks,Bethesda Game Studios,,5.03,2.94,1.62,0.02,0.45,,8.4,,84
770,Tony Hawk's Pro Skater,1999-08-31,PS,Activision,Neversoft Entertainment,,5.02,3.42,1.38,0.02,0.2,,9.6,,96
790,Gears of War,2006-11-07,X360,Microsoft Game Studios,Epic Games,5.0,5.0,,,,,8.8,9.4,9.4,94
791,Gears of War 2,2008-11-07,X360,Microsoft Game Studios,Epic Games,5.0,5.0,,,,,9.0,9.4,9.5,94
794,Halo 5: Guardians,2015-10-27,XOne,Microsoft Studios,343 Industries,5.0,5.0,,,,,,8.6,,86
795,Halo: Combat Evolved,2001-11-14,XB,Microsoft,Bungie Studios,5.0,5.0,,,,,,9.5,,95
799,Killing Floor,2009-05-14,PC,Tripwire Interactive,Tripwire Interactive,5.0,5.0,,,,,,7.5,,75
808,Sea of Thieves,2018-03-20,PC,Microsoft Studios,Rare Ltd.,5.0,5.0,,,,,5.0,6.7,,67
809,SimCity 3000,1998-03-15,PC,Electronic Arts,Maxis,5.0,5.0,,,,,,8.5,,85
819,Guitar Hero III: Legends of Rock,2007-10-28,PS2,RedOctane,BudCat Creations,,4.98,3.49,0.01,0.01,1.48,,8.2,,82
820,Uncharted: Drake's Fortune,2007-11-16,PS3,Sony Computer Entertainment,Naughty Dog,,4.97,2.32,1.73,0.12,0.8,8.7,8.7,8.6,87
821,Driveclub,2014-10-07,PS4,Sony Computer Entertainment,Evolution Studios,4.97,4.97,,,,,5.8,7.2,,72
823,Resident Evil 2,1998-01-21,PS,Capcom,Capcom,4.96,4.96,,,,,,9.3,,93
824,Fallout 3,2008-10-28,X360,Bethesda Softworks,Bethesda Game Studios,,4.96,3.41,0.99,0.09,0.46,8.2,9.0,8.6,90
826,Splatoon,2015-05-29,WiiU,Nintendo,Nintendo EAD,4.95,4.95,,,,,,8.4,,84
827,Madden NFL 06,2005-08-08,PS2,EA Sports,EA Tiburon,,4.91,3.98,0.26,0.01,0.66,,9.1,,91
828,Dragon Quest VIII: Journey of the Cursed King,2005-11-15,PS2,Square Enix,Level 5 / Armor Project,4.9,4.9,,,,,,8.6,,86
830,Diddy Kong Racing,1997-11-24,N64,Nintendo,Rare Ltd.,4.88,4.88,,,,,,8.3,,83
831,Pokémon Mystery Dungeon: Explorers of Time / Darkness,2008-04-20,DS,Nintendo,ChunSoft,4.88,4.88,,,,,,6.4,,64
835,Spyro the Dragon,1998-09-10,PS,Sony Computer Entertainment,Insomniac Games,4.83,4.83,,,,,,8.7,,87
837,Assassin's Creed,2007-11-13,PS3,Ubisoft,Ubisoft Montreal,,4.83,1.91,2.01,0.09,0.82,7.5,8.2,8.5,82
840,Crash Team Racing,1999-09-30,PS,Sony Computer Entertainment,Naughty Dog,,4.79,2.57,1.57,0.44,0.21,,9.2,,92
841,LEGO Star Wars: The Complete Saga,2007-11-06,DS,LucasArts,Traveller's Tales,,4.77,2.83,1.49,,0.45,,7.8,,78
842,The Legend of Zelda: Phantom Hourglass,2007-10-02,DS,Nintendo,Nintendo EAD,4.76,4.76,,,,,9.2,9.1,,91
843,Batman: Arkham City,2011-10-18,X360,Warner Bros. Interactive,Rocksteady Studios,,4.75,2.99,1.28,0.04,0.44,,9.5,,95
845,Driver 2,2000-11-13,PS,Atari,Reflections Interactive,,4.73,2.36,2.1,0.02,0.25,,7.0,,70
846,The Simpsons: Hit & Run,2003-09-16,PS2,VU Games,Radical Entertainment,,4.7,1.73,2.19,,0.79,,7.7,,77
848,World of Warcraft: Cataclysm,2010-12-07,PC,Blizzard Entertainment,Blizzard Entertainment,4.7,4.7,,,,,9.0,9.0,,90
849,Nintendogs + cats,2011-03-27,3DS,Nintendo,Nintendo EAD,4.69,4.69,,,,,7.7,7.2,,72
850,Tony Hawk's Pro Skater 2,2000-09-20,PS,Activision,Neversoft Entertainment,,4.68,3.05,1.41,0.02,0.2,,9.3,,93
851,Gran Turismo,2009-10-01,PSP,Sony Computer Entertainment,Polyphony Digital,4.67,4.67,,,,,7.5,7.7,9.5,77
852,The Lord of the Rings: The Two Towers,2002-10-21,PS2,Electronic Arts,Stormfront Studios,,4.67,1.94,1.95,0.08,0.7,,8.3,,83
854,Tomb Raider,1996-11-14,PS,Eidos Interactive,Core Design Ltd.,,4.63,2.29,1.97,0.13,0.24,,8.9,,89
855,Donkey Kong Country: Tropical Freeze,2018-05-04,NS,Nintendo,Retro Studios,4.62,4.62,,,,,7.0,9.1,9.1,91
856,God of War,2005-03-22,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,4.62,4.62,,,,,,9.3,,93
857,The Legend of Zelda: A Link to the Past,1992-04-13,SNES,Nintendo,Nintendo EAD,4.61,4.61,,,,,,10.0,,100
858,Left 4 Dead,2008-10-17,PC,Valve Corporation,Valve Software,4.6,4.6,,,,,,8.6,8.5,86
859,Forza Motorsport 4,2011-10-11,X360,Microsoft Studios,Turn 10 Studio,,4.6,2.08,1.98,0.06,0.49,9.0,9.1,,91
861,Guitar Hero III: Legends of Rock,2007-10-28,Wii,RedOctane,Vicarious Visions,,4.6,3.04,1.12,0.0,0.44,,8.6,,86
864,Mario & Luigi: Bowser's Inside Story,2009-09-14,DS,Nintendo,AlphaDream Corporation,4.56,4.56,,,,,9.1,9.1,,91
865,FIFA 15,2014-09-23,PS3,EA Sports,EA Canada,,4.56,0.59,3.25,0.04,0.68,,6.9,,69
866,Mario & Sonic at the Olympic Winter Games,2009-10-13,Wii,Sega,Sega,,4.54,1.87,1.97,0.22,0.48,,6.8,,68
867,Overwatch,2016-05-24,PS4,Blizzard Entertainment,Blizzard Entertainment,,4.54,1.84,1.8,0.17,0.73,,8.8,,88
868,Madden NFL 2005,2004-08-09,PS2,EA Sports,EA Tiburon,,4.53,4.18,0.26,0.01,0.08,,9.5,,95
869,Guitar Hero III: Legends of Rock,2007-10-28,X360,RedOctane,Neversoft,,4.53,3.19,0.91,0.01,0.42,,8.7,,87
871,Dead Island,2011-09-06,PC,Deep Silver,Techland,4.52,4.52,,,,,,7.1,,71
882,LittleBigPlanet,2008-10-28,PS3,Sony Computer Entertainment,Media Molecule,4.5,4.5,,,,,9.2,9.4,9.2,94
885,Mario Tennis Aces,2018-06-22,NS,Nintendo,Camelot Software Planning,4.5,4.5,,,,,7.0,7.8,,78
892,Warcraft III: Reign of Chaos,2002-07-03,PC,Blizzard Entertainment,Blizzard Entertainment,4.5,4.5,,,,,,9.3,,93
894,Professor Layton and the Curious Village,2008-02-10,DS,Nintendo,Level 5,4.49,4.49,,,,,,8.7,,87
895,Spider-Man: The Movie,2002-04-15,PS2,Activision,Treyarch,,4.48,2.71,1.51,0.03,0.23,,8.2,,82
896,Dragon Ball: Xenoverse 2,2016-10-25,PS4,Namco Bandai Games,Dimps Corporation,4.47,4.47,,,,,,7.1,,71
897,The Elder Scrolls IV: Oblivion,2009-07-07,X360,Take-Two Interactive,Bethesda Softworks,,4.47,2.89,1.03,0.13,0.41,8.8,9.2,,92
898,The Legend of Zelda: The Wind Waker,2003-03-26,GC,Nintendo,Nintendo EAD,4.43,4.43,,,,,,9.6,,96
899,Tony Hawk's Pro Skater 3,2001-10-28,PS2,Activision,Neversoft Entertainment,,4.41,2.66,1.29,0.01,0.46,,9.1,,91
901,Winning Eleven: Pro Evolution Soccer 2007,2007-02-06,PS2,Konami,Konami Computer Entertainment Tokyo,,4.39,0.1,2.39,1.05,0.86,,8.8,,88
903,Kirby Star Allies,2018-03-16,NS,Nintendo,HAL Laboratory,4.38,4.38,,,,,7.0,8.1,10.0,81
905,Michael Jackson: The Experience,2010-11-23,Wii,Ubisoft,Ubisoft Montpellier,,4.37,2.64,1.33,0.01,0.39,,5.6,,56
907,Need for Speed: Most Wanted,2005-11-15,PS2,Electronic Arts,EA Canada,,4.37,2.03,1.79,0.08,0.47,,8.6,,86
909,Call of Duty: Advanced Warfare,2014-11-04,X360,Activision,High Moon Studios,,4.34,2.81,1.13,0.0,0.41,,9.1,,91
911,Animal Crossing: City Folk,2008-11-16,Wii,Nintendo,Nintendo EAD,4.32,4.32,,,,,6.8,7.1,8.8,71
917,Dragon Quest VII,2001-11-01,PS,Enix,Heart Beat,4.3,4.3,,,,,,8.0,3.0,80
918,Monster Hunter Generations,2016-07-15,3DS,Capcom,Capcom,4.3,4.3,,,,,,8.8,,88
921,Batman: Arkham Asylum,2009-08-25,PS3,Eidos Interactive,Rocksteady Studios,,4.28,2.26,1.33,0.07,0.63,9.1,9.0,,90
922,Call of Duty: Advanced Warfare,2014-11-04,PS3,Activision,High Moon Studios,,4.27,1.59,1.81,0.2,0.67,,9.1,,91
923,God of War II,2007-03-13,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,4.24,4.24,,,,,,9.3,9.8,93
924,The Legend of Zelda: A Link Between Worlds,2013-11-22,3DS,Nintendo,Nintendo EAD,4.24,4.24,,,,,9.0,9.3,,93
926,Super Paper Mario,2007-04-09,Wii,Nintendo,Intelligent Systems,4.23,4.23,,,,,,8.5,,85
927,Assassin's Creed: Revelations,2011-11-15,PS3,Ubisoft,Ubisoft Montreal,,4.23,1.41,2.03,0.1,0.69,7.1,8.8,,88
928,Assassin's Creed: Revelations,2011-11-15,X360,Ubisoft,Ubisoft Montreal,,4.22,2.28,1.47,0.04,0.44,,7.9,,79
929,FIFA Soccer 06,2005-10-04,PS2,EA Sports,EA Canada,,4.21,0.78,2.55,0.04,0.84,,8.4,,84
931,Monster Hunter 4 Ultimate,2015-02-13,3DS,Capcom,Capcom,4.2,4.2,,,,,,8.8,,88
933,Street Fighter IV,2009-02-17,PS3,Capcom,Capcom / Dimps Corporation,,4.19,2.04,1.05,0.59,0.52,9.1,9.3,9.0,93
935,FIFA Soccer 12,2011-09-27,X360,EA Sports,EA Canada,,4.18,0.85,2.79,0.02,0.52,,9.2,,92
936,Call of Duty: Ghosts,2013-11-15,PS4,Activision,Infinity Ward,,4.17,1.79,1.64,0.05,0.69,6.2,7.5,,75
937,Teenage Mutant Ninja Turtles,1989-06-01,NES,Ultra Games,Konami,,4.17,3.38,0.44,0.31,0.04,,5.9,,59
938,Just Cause 2,2010-03-23,PC,Eidos Interactive,Avalanche Studios,4.16,4.16,,,,,7.8,8.2,,82
942,Star Wars Battlefront (2015),2015-11-17,XOne,Electronic Arts,EA DICE,,4.15,2.49,1.26,0.02,0.38,,6.9,,69
945,Madden NFL 2003,2002-08-12,PS2,EA Sports,EA Tiburon,,4.14,3.36,0.21,0.01,0.56,,9.4,,94
950,Super Mario World 2: Yoshi's Island,1995-10-04,SNES,Nintendo,Nintendo EAD,4.12,4.12,,,,,,9.0,,90
951,Batman: Arkham Knight,2015-06-23,PS4,Warner Bros. Interactive,Rocksteady Studios,,4.11,1.65,1.68,0.11,0.66,,8.1,,81
952,FIFA 07 Soccer,2006-10-03,PS2,EA Sports,Team Fusion,,4.11,0.71,2.48,0.03,0.89,,8.4,,84
953,The Sims 4,2014-09-02,PC,Electronic Arts,Maxis,,4.1,1.2,2.6,,0.3,5.8,7.0,,70
957,Street Fighter II Turbo,1993-08-01,SNES,Capcom,Capcom,4.1,4.1,,,,,,9.0,,90
958,Crash Bandicoot 2: Cortex Strikes Back,1997-10-31,PS,Sony Computer Entertainment,Naughty Dog,4.09,4.09,,,,,,8.6,,86
959,Fallout: New Vegas,2010-10-19,X360,Bethesda Softworks,Obsidian Entertainment,,4.08,2.67,1.03,0.04,0.34,7.7,8.2,,82
962,Far Cry 4,2014-11-18,PS4,Ubisoft,Ubisoft Montreal,,4.06,1.18,2.14,0.11,0.63,,8.4,,84
963,Carnival Games,2007-08-28,Wii,Global Star Software,Cat Daddy Games,,4.06,2.12,1.47,0.05,0.42,,4.2,,42
964,World Soccer Winning Eleven 9,2006-02-07,PS2,Konami,Konami Computer Entertainment Tokyo,,4.06,0.12,2.26,0.9,0.77,,8.9,,89
965,Forza Motorsport 2,2007-05-29,X360,Microsoft Game Studios,Turn 10 Studios,,4.05,2.35,1.27,0.03,0.41,,9.1,,91
967,Tekken Tag Tournament,2000-10-25,PS2,Namco,Namco,,4.05,1.68,1.51,0.51,0.35,,8.7,,87
969,Super Mario Maker,2015-09-11,WiiU,Nintendo,Nintendo EAD,4.02,4.02,,,,,,8.8,,88
975,Diablo II,2000-06-29,PC,Blizzard Entertainment,Blizzard North,4.0,4.0,,,,,,8.8,,88
978,EyeToy Play,2003-11-04,PS2,Sony Computer Entertainment,SCEE London Studio,4.0,4.0,,,,,,7.5,,75
982,Hyrule Warriors: Age of Calamity,2020-11-20,NS,Nintendo,Koei Tecmo Games,4.0,4.0,,,,,5.0,9.0,,90
990,Metal Gear Solid 3: Snake Eater,2004-11-17,PS2,Konami,KCEJ / Kojima Productions,4.0,4.0,,,,,,9.0,,90
992,Monster Hunter: World,2018-01-26,PS4,Capcom,Capcom,4.0,4.0,,,,,,9.3,9.0,93
1008,Star Fox 64,1997-07-01,N64,Nintendo,Nintendo EAD,4.0,4.0,,,,,,9.0,,90
1017,"Warhammer 40,000: Dawn of War",2004-09-20,PC,THQ,Relic,4.0,4.0,,,,,,8.8,,88
1019,World of Warcraft: Wrath of the Lich King,2008-11-13,PC,Blizzard Entertainment,Blizzard Entertainment,4.0,4.0,,,,,,9.3,9.3,93
1022,Zoo Tycoon,2001-10-18,PC,Microsoft,Blue Fang Games,4.0,4.0,,,,,,7.1,,71
1023,Fallout 3,2008-10-28,PS3,Bethesda Softworks,Bethesda Game Studios,,4.0,2.18,1.15,0.07,0.61,8.2,8.8,,88
1025,The Elder Scrolls V: Skyrim,2011-11-11,PC,Bethesda Softworks,Bethesda Game Studios,,3.99,1.18,2.25,,0.56,9.7,9.2,,92
1027,NBA 2K16,2015-09-29,PS4,2K Sports,Visual Concepts,,3.98,2.56,0.66,0.05,0.71,,8.7,,87
1029,Far Cry 5,2018-03-27,PS4,Ubisoft,Ubisoft,,3.95,1.44,1.73,0.15,0.62,,7.9,,79
1030,Battlefield 4,2013-11-15,PS4,Electronic Arts,EA DICE,,3.94,1.4,1.74,0.19,0.62,,8.3,,83
1031,Assassin's Creed IV: Black Flag,2013-10-29,PS3,Ubisoft,Ubisoft Montreal,,3.94,1.34,1.86,0.13,0.62,9.1,8.7,,87
1032,Half-Life 2: Episode One,2006-06-01,PC,Electronic Arts,Valve Software,3.92,3.92,,,,,,8.7,,87
1037,Tony Hawk's Underground,2003-10-27,PS2,Activision,Neversoft Entertainment,,3.9,2.29,1.17,0.01,0.42,,8.7,,87
1038,Resistance: Fall of Man,2006-11-14,PS3,Sony Computer Entertainment,Insomniac Games,3.9,3.9,,,,,8.5,8.5,9.1,85
1039,Just Dance 2014,2013-10-08,Wii,Ubisoft,Ubisoft Paris,,3.89,1.91,1.66,,0.33,,7.4,,74
1040,Professor Layton and the Diabolical Box,2009-08-24,DS,Nintendo,Level 5,3.88,3.88,,,,,9.0,8.5,,85
1041,Sports Champions,2010-09-17,PS3,Sony Computer Entertainment,SCE San Diego Studio,,3.88,2.15,1.13,0.1,0.5,8.6,7.6,,76
1043,World Soccer Winning Eleven 8 International,2005-02-01,PS2,Konami,Konami Computer Entertainment Tokyo,,3.85,0.16,1.89,1.12,0.68,,9.3,,93
1048,Resident Evil VII: Biohazard,2017-01-24,PS4,Capcom,Capcom,3.83,3.83,,,,,,8.6,,86
1051,Monster Hunter Freedom Unite,2009-06-23,PSP,Capcom,Capcom Production Studio 1,3.8,3.8,,,,,,7.7,9.7,77
1052,Super Mario Maker,2016-12-02,3DS,Nintendo,Nintendo,3.79,3.79,,,,,,7.3,,73
1053,LEGO Indiana Jones: The Original Adventures,2008-06-03,X360,LucasArts,Traveller's Tales,,3.76,2.4,1.01,,0.36,,7.5,,75
1054,The Sims: Unleashed,2002-09-23,PC,Electronic Arts,Maxis,,3.76,2.03,1.56,,0.17,,7.3,,73
1056,Ratchet & Clank: Size Matters,2007-02-13,PSP,Sony Computer Entertainment,High Impact Games,,3.75,1.4,1.4,0.1,0.86,,8.5,,85
1057,1-2-Switch,2017-03-03,NS,Nintendo,Nintendo EPD,3.74,3.74,,,,,,5.7,,57
1059,Pokémon Trading Card Game,2000-04-10,GB,Nintendo,Hudson Soft,3.72,3.72,,,,,,8.3,,83
1061,FIFA 17,2016-09-27,XOne,Electronic Arts,EA Canada,,3.71,1.04,2.4,,0.27,,8.8,,88
1063,FIFA Soccer 2005,2004-10-12,PS2,EA Sports,EA Canada,,3.7,0.58,2.48,0.04,0.59,,8.4,,84
1066,The Legend of Zelda: Skyward Sword,2011-11-20,Wii,Nintendo,Nintendo EAD,3.67,3.67,,,,,9.5,9.4,,94
1067,Tony Hawk's Pro Skater 4,2002-10-23,PS2,Activision,Neversoft Entertainment,,3.67,2.13,1.18,0.01,0.35,,9.6,,96
1069,Midnight Club 3: DUB Edition,2005-06-27,PSP,Rockstar Games,Rockstar Leeds,,3.66,1.65,1.22,,0.79,,7.2,,72
1070,MySims,2007-09-18,DS,Electronic Arts,EA Redwood Shores,,3.66,1.58,1.6,0.08,0.4,,6.7,,67
1071,Banjo-Kazooie,1998-05-31,N64,Nintendo,Rare Ltd.,3.65,3.65,,,,,,9.3,9.4,93
1072,SOCOM: U.S. Navy SEALs,2002-08-27,PS2,Sony Computer Entertainment,Zipper Interactive,,3.65,2.53,0.81,0.06,0.24,,8.0,,80
1074,Battlefield 4,2013-10-29,PS3,Electronic Arts,EA DICE,,3.64,1.31,1.5,0.27,0.55,8.0,8.7,,87
1075,Jak and Daxter: The Precursor Legacy,2001-12-04,PS2,Sony Computer Entertainment,Naughty Dog,,3.64,2.08,1.09,0.15,0.33,,9.0,8.9,90
1076,Pokémon Snap,1999-06-30,N64,Nintendo,HAL Laboratory,3.63,3.63,,,,,,7.9,,79
1077,Pro Evolution Soccer 2008,2008-03-11,PS2,Konami,Konami,,3.63,0.05,0.0,0.64,2.93,,8.2,,82
1078,FIFA Soccer 10,2009-10-20,PS3,EA Sports,EA Canada,,3.63,0.6,2.46,0.05,0.52,9.0,9.0,,90
1079,Guitar Hero: World Tour,2008-10-26,Wii,Activision,Vicarious Visions,,3.62,2.32,0.96,,0.34,,8.4,,84
1080,Star Wars Battlefront,2004-09-20,PS2,LucasArts,Pandemic Studios,,3.61,1.93,1.22,0.03,0.44,,8.1,,81
1081,Doom II,1994-09-30,PC,GT Interactive,id Software,,3.61,2.05,1.4,,0.16,,9.3,,93
1082,The Simpsons: Road Rage,2001-11-24,PS2,Electronic Arts,Radical Entertainment,,3.61,2.02,1.17,,0.42,,6.1,,61
1087,Assassin's Creed Syndicate,2015-10-23,PS4,Ubisoft,Ubisoft Quebec,,3.6,0.9,2.06,0.08,0.55,,8.6,,86
1088,Star Wars Battlefront II,2005-11-01,PS2,LucasArts,Pandemic Studios,,3.59,2.18,1.02,0.03,0.37,,8.5,,85
1090,Cooking Mama 2: Dinner With Friends,2007-11-13,DS,Majesco,Office Create,,3.58,1.6,1.49,0.1,0.39,,6.9,,69
1093,Battlefield 4,2013-10-29,X360,Electronic Arts,EA DICE,,3.54,2.16,1.05,0.02,0.32,,8.7,,87
1094,Grand Theft Auto: Liberty City Stories,2006-06-06,PS2,Rockstar Games,Rockstar Leeds,,3.54,1.56,1.4,0.07,0.5,,8.3,,83
1095,The Getaway,2003-01-19,PS2,Sony Computer Entertainment,Team Soho,,3.54,1.23,1.77,0.05,0.49,,7.7,,77
1096,Tomb Raider III: Adventures of Lara Croft,1998-11-21,PS,Eidos Interactive,Core Design Ltd.,,3.54,1.66,1.58,0.12,0.18,,8.2,,82
1097,Batman: Arkham Asylum,2009-08-25,X360,Eidos Interactive,Rocksteady Studios,,3.54,2.24,0.95,0.02,0.33,9.0,9.1,,91
1098,Assassin's Creed: Brotherhood,2010-11-16,X360,Ubisoft,Ubisoft Montreal,,3.53,2.87,0.39,0.03,0.25,,9.1,,91
1100,LEGO Star Wars: The Video Game,2005-04-02,PS2,Eidos Interactive,Traveller's Tales,,3.53,1.98,1.14,0.01,0.41,,7.9,,79
1101,Resident Evil 5,2009-03-13,X360,Capcom,Capcom,,3.53,2.13,0.93,0.12,0.34,8.4,8.6,,86
1103,NBA 2K17,2016-09-16,PS4,2K Sports,Visual Concepts,,3.52,2.28,0.59,0.03,0.63,,9.0,,90
1104,FIFA Soccer 11,2010-09-28,X360,EA Sports,EA Canada,,3.52,0.71,2.39,0.02,0.4,,8.7,,87
1105,Animal Crossing: Happy Home Designer,2015-09-25,3DS,Nintendo,Nintendo EAD,3.51,3.51,,,,,,6.6,,66
1106,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996-11-22,SNES,Nintendo,Rare Ltd.,3.51,3.51,,,,,,8.8,,88
1116,Fable II,2008-10-21,X360,Microsoft Game Studios,Lionhead Studios,3.5,3.5,,,,,8.5,9.0,9.3,90
1124,Resident Evil 3: Nemesis,1999-11-11,PS,Capcom,Capcom,3.5,3.5,,,,,,9.4,,94
1127,World of Warcraft: The Burning Crusade,2007-01-16,PC,Blizzard Entertainment,Blizzard Entertainment,3.5,3.5,,,,,,9.2,,92
1132,FIFA Soccer 2004,2003-11-04,PS2,EA Sports,EA Canada,,3.49,0.59,2.36,0.04,0.51,,8.0,,80
1133,Pokémon Mystery Dungeon: Blue Rescue Team,2006-09-18,DS,Nintendo,ChunSoft,3.49,3.49,,,,,,6.3,,63
1135,Battlefield: Bad Company 2,2010-03-02,X360,Electronic Arts,EA Digital Illusions CE,,3.48,2.11,1.01,0.04,0.33,,9.0,9.3,90
1137,Borderlands,2009-10-20,X360,2K Games,Gearbox Software,,3.48,2.43,0.72,0.03,0.3,8.6,8.3,,83
1139,Mario & Sonic at the Olympic Winter Games,2009-10-13,DS,Sega,Sega,,3.47,1.21,1.63,0.27,0.37,,7.6,,76
1141,Guitar Hero: On Tour,2008-06-22,DS,Activision,Vicarious Visions,,3.46,2.1,1.01,0.01,0.35,,7.1,8.1,71
1143,The Legend of Zelda: Majora's Mask 3D,2015-02-13,3DS,Nintendo,GREZZO,3.46,3.46,,,,,9.0,9.0,,90
1144,Spyro 2: Ripto's Rage!,1999-10-31,PS,Sony Computer Entertainment,Insomniac Games,3.45,3.45,,,,,,8.7,,87
1145,Halo: The Master Chief Collection,2014-11-11,XOne,Microsoft Studios,343 Industries,,3.44,2.06,1.04,0.03,0.31,7.5,8.8,,88
1147,LEGO Batman: The Videogame,2008-09-23,X360,Warner Bros. Interactive,Traveller's Tales,,3.44,2.07,1.04,,0.34,7.5,7.5,,75
1148,Tekken 4,2002-09-23,PS2,Namco,Namco,,3.44,1.55,1.27,0.33,0.29,,7.9,,79
1150,LittleBigPlanet 2,2011-01-18,PS3,Sony Computer Entertainment,Media Molecule,,3.43,1.83,1.07,0.06,0.47,9.3,9.1,,91
1151,Grand Theft Auto 2,1999-10-25,PS,Rockstar Games,DMA Design,,3.42,1.13,2.07,,0.22,,6.9,,69
1152,Destiny,2014-09-09,XOne,Activision,Bungie,,3.41,2.17,0.92,,0.32,,8.3,,83
1153,Spider-Man 2,2004-06-28,PS2,Activision,Treyarch,,3.41,1.75,1.2,0.02,0.43,,7.9,,79
1163,Crash Bash,2000-11-06,PS,Sony Computer Entertainment,Eurocom Entertainment Software,,3.39,1.56,1.47,0.19,0.17,,6.8,,68
1167,Tekken: Dark Resurrection,2006-07-25,PSP,Namco Bandai,8ing/Raizing,3.37,3.37,,,,,8.9,8.7,,87
1168,The Elder Scrolls V: Skyrim Special Edition,2016-10-28,PS4,Bethesda Softworks,Bethesda Softworks,,3.36,1.24,1.5,0.08,0.54,,8.3,,83
1170,The Legend of Zelda: Majora's Mask,2000-10-25,N64,Nintendo,Nintendo EAD,3.36,3.36,,,,,,9.3,,93
1172,Yoshi's Island DS,2006-11-13,DS,Nintendo,Artoon,3.36,3.36,,,,,,8.2,,82
1173,Yoshi's Crafted World,2019-03-29,NS,Nintendo,Good-Feel,3.35,3.35,,,,,8.0,7.8,,78
1175,Assassin's Creed IV: Black Flag,2013-10-29,X360,Ubisoft,Ubisoft Montreal,,3.34,1.9,1.14,0.01,0.3,,8.5,,85
1176,NBA 2K18,2017-09-19,PS4,2K Sports,Visual Concepts,,3.34,2.13,0.57,0.04,0.59,,8.1,,81
1177,Big Brain Academy: Wii Degree,2007-06-11,Wii,Nintendo,Nintendo EAD,3.34,3.34,,,,,,7.1,,71
1179,Luigi's Mansion,2001-11-17,GC,Nintendo,Nintendo EAD,3.33,3.33,,,,,,7.9,,79
1182,Max Payne,2001-12-06,PS2,Rockstar Games,Remedy Entertainment,,3.31,1.99,1.05,0.05,0.22,,8.1,,81
1183,Madden NFL 16,2015-08-25,PS4,EA Sports,EA Tiburon,,3.3,2.39,0.31,,0.61,,8.2,,82
1192,The Lord of the Rings: The Return of the King,2003-11-05,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",,3.28,1.5,1.28,0.05,0.46,,8.4,,84
1193,Spyro: Year of the Dragon,2000-10-23,PS,Sony Computer Entertainment,Insomniac Games,3.28,3.28,,,,,,9.1,,91
1194,Half-Life 2: Episode Two,2007-10-10,PC,Valve Software,Valve Corporation,3.28,3.28,,,,,,9.1,,91
1196,Madden NFL 17,2016-08-23,PS4,EA Sports,EA Tiburon,,3.28,2.3,0.37,,0.6,,8.5,,85
1200,God of War: Chains of Olympus,2008-03-04,PSP,Sony Computer Entertainment,Ready at Dawn,3.26,3.26,,,,,7.9,8.9,9.5,89
1201,FIFA 16,2015-09-22,XOne,EA Sports,EA Canada,,3.25,0.92,2.1,,0.24,,8.5,,85
1202,Flash Focus: Vision Training in Minutes a Day,2007-10-15,DS,Nintendo,Bandai Namco Games,3.23,3.23,,,,,,6.1,,61
1205,Ratchet & Clank: Up Your Arsenal,2004-11-03,PS2,Sony Computer Entertainment,Insomniac Games,3.22,3.22,,,,,,9.1,,91
1206,007: Tomorrow Never Dies,1999-11-16,PS,Electronic Arts,Black Ops Entertainment,,3.21,1.72,1.33,,0.16,,6.2,,62
1207,L.A. Noire,2011-11-15,PS3,Rockstar Games,Team Bondi,,3.21,1.29,1.31,0.12,0.49,,9.1,,91
1218,Perfect Dark,2000-05-22,N64,Rare,Rare Ltd.,3.2,3.2,,,,,,9.7,,97
1220,WWF SmackDown! 2: Know Your Role,2000-11-21,PS,THQ,Yuke's,,3.2,1.76,1.21,0.07,0.16,,8.7,,87
1221,Assassin's Creed IV: Black Flag,2013-11-15,PS4,Ubisoft,Ubisoft Montreal,,3.19,1.07,1.55,0.06,0.51,,8.3,,83
1224,Personal Trainer: Cooking,2008-11-24,DS,Nintendo,Nintendo EAD,3.18,3.18,,,,,,8.4,,84
1227,Assassin's Creed Odyssey,2018-10-05,PS4,Ubisoft,Ubisoft Quebec,,3.18,1.18,1.4,0.09,0.51,,9.5,,95
1228,Fallout: New Vegas,2010-10-19,PS3,Bethesda Softworks,Obsidian Entertainment,,3.17,1.54,1.04,0.1,0.49,,8.2,,82
1229,Sonic Heroes,2004-01-27,PS2,Sega,Sonic Team,3.16,3.16,,,,,,6.6,,66
1230,Club Penguin: Elite Penguin Force,2008-11-25,DS,Disney Interactive Studios,1st Playable Productions,,3.14,1.87,0.97,,0.3,,7.0,,70
1232,FIFA 18,2017-09-29,XOne,EA Sports,EA Vancouver,,3.14,0.98,1.92,,0.23,,8.0,,80
1236,The Elder Scrolls IV: Oblivion,2007-03-20,PS3,Bethesda Softworks,4J Studios,,3.12,1.69,0.86,0.14,0.44,8.8,9.3,,93
